# Frequency(THz) k_l(Wm-1K-1)
1.288271895421486057e+01 4.824891899266509654e+01
1.288272901372928736e+01 4.824892389630168310e+01
1.288277513229002835e+01 4.824892500023610609e+01
1.288279967504549717e+01 4.824892747037429785e+01
1.288284554015827688e+01 4.824895455976001557e+01
1.288291121285340779e+01 4.824898534601990718e+01
1.288298573496720856e+01 4.824906622998442884e+01
1.288300046425674239e+01 4.824912977582275175e+01
1.288308277375770849e+01 4.824914403604960000e+01
1.288312999600507069e+01 4.824916055825438121e+01
1.288316054582302250e+01 4.824916063450645964e+01
1.288346513143256367e+01 4.824950224018758149e+01
1.288382337533894706e+01 4.824968315525592288e+01
1.288383718564775293e+01 4.824981639517850596e+01
1.288388839498239236e+01 4.824981639517850596e+01
1.288396678076191471e+01 4.824988998316221256e+01
1.288400853626091980e+01 4.824992684132685383e+01
1.288400987291165478e+01 4.824993359275585902e+01
1.288402119893025599e+01 4.824997623494628129e+01
1.288455284130226808e+01 4.824998238792590399e+01
1.288457649504547575e+01 4.824998793022889743e+01
1.288461039088463167e+01 4.825010552279416487e+01
1.288486757526486137e+01 4.825024420719857687e+01
1.288541446368568089e+01 4.825024470257742593e+01
1.288546868139253476e+01 4.825025696947960085e+01
1.288549673423353603e+01 4.825025696947960085e+01
1.288549837793895669e+01 4.825025696947960085e+01
1.288549949980873244e+01 4.825026322603257967e+01
1.288556815581186044e+01 4.825030895233498285e+01
1.288557809958373745e+01 4.825031193914175276e+01
1.288572595830130751e+01 4.825036885779505980e+01
1.288578640656046659e+01 4.825041209470415993e+01
1.288579108184977784e+01 4.825043306618050565e+01
1.288605815862016435e+01 4.825043332290478304e+01
1.288609125675960243e+01 4.825061088847662916e+01
1.288622641639660316e+01 4.825064483733032006e+01
1.288636214332811925e+01 4.825070008542079592e+01
1.288638603568303154e+01 4.825078355411090314e+01
1.288640179133243713e+01 4.825078380279587265e+01
1.288643035321330466e+01 4.825078609683176722e+01
1.288678399179082845e+01 4.825085969328866042e+01
1.288682328684546263e+01 4.825092844136210601e+01
1.288686559981762692e+01 4.825097697505162131e+01
1.288695143981738767e+01 4.825099915638857340e+01
1.288697223913815115e+01 4.825104570247473390e+01
1.288699572324201270e+01 4.825105091949024683e+01
1.288699725606917390e+01 4.825117663895835562e+01
1.288701390128244917e+01 4.825117682153103971e+01
1.288702219810753391e+01 4.825135151682656698e+01
1.288708137512982965e+01 4.825150955463481495e+01
1.288727716757654918e+01 4.825151858490215062e+01
1.288744335741154146e+01 4.825152724169497986e+01
1.288748906735220423e+01 4.825152823964451443e+01
1.288778872521172048e+01 4.825154796730282669e+01
1.288791151290073422e+01 4.825166725642714738e+01
1.288797336849393815e+01 4.825167215042010582e+01
1.288799564719479918e+01 4.825171614457987346e+01
1.288803466694066202e+01 4.825174559045875355e+01
1.288808545152252272e+01 4.825178200837127918e+01
1.288838263480583990e+01 4.825180400609457365e+01
1.288845947991311114e+01 4.825189762785899461e+01
1.288857870030512487e+01 4.825190744137331933e+01
1.288877760241706483e+01 4.825190890198202709e+01
1.288883195688512551e+01 4.825192497337195618e+01
1.288883874086079828e+01 4.825192497337195618e+01
1.288891579016599209e+01 4.825214654252482660e+01
1.288894267479010125e+01 4.825217009181488237e+01
1.288915235987569297e+01 4.825220438683091118e+01
1.288923925138746540e+01 4.825222812047629617e+01
1.288924444780738909e+01 4.825231343454673549e+01
1.288952324522489867e+01 4.825231513377295300e+01
1.288973509533940742e+01 4.825231723199624412e+01
1.288973650374420643e+01 4.825235434540906709e+01
1.288982534147056391e+01 4.825235460523513353e+01
1.288996961124638219e+01 4.825235793353583347e+01
1.288998018371497523e+01 4.825235918026602633e+01
1.289015830189441303e+01 4.825236859243122467e+01
1.289074320976062715e+01 4.825252592746795699e+01
1.289081632285563295e+01 4.825252593386350242e+01
1.289081833324904025e+01 4.825252897679280295e+01
1.289083419511863760e+01 4.825252897679280295e+01
1.289084992491856596e+01 4.825265031329198706e+01
1.289089323906697615e+01 4.825270650538905670e+01
1.289092778359978730e+01 4.825270656358543420e+01
1.289102730187191348e+01 4.825276054997688391e+01
1.289115167658519567e+01 4.825276493713973736e+01
1.289135131484130525e+01 4.825279183912135750e+01
1.289156014050752397e+01 4.825283977680386016e+01
1.289159087372086532e+01 4.825302996445579140e+01
1.289159550991126224e+01 4.825308170850077971e+01
1.289173069762322044e+01 4.825308170850077971e+01
1.289178893575883933e+01 4.825312383136775196e+01
1.289198499349949856e+01 4.825317596068125425e+01
1.289220695706468689e+01 4.825336772054998846e+01
1.289228301639573715e+01 4.825336842942441251e+01
1.289233344746383736e+01 4.825353124698879270e+01
1.289244301895296907e+01 4.825355447972722800e+01
1.289245733715529418e+01 4.825356529610157708e+01
1.289253166275890194e+01 4.825375542249469873e+01
1.289254825454284337e+01 4.825382253962302315e+01
1.289262351201747947e+01 4.825385301165866281e+01
1.289263298425561111e+01 4.825388942339546361e+01
1.289269665414988886e+01 4.825390038313277330e+01
1.289282965830994954e+01 4.825393118159531980e+01
1.289284710457223149e+01 4.825393936445756538e+01
1.289285185236835929e+01 4.825399105459818827e+01
1.289286318050157654e+01 4.825399177219239988e+01
1.289300733058547266e+01 4.825410806748848813e+01
1.289311416633995400e+01 4.825411356605073365e+01
1.289313586186789351e+01 4.825413278947953444e+01
1.289321795265500370e+01 4.825422698869550686e+01
1.289329225829618331e+01 4.825427540249605585e+01
1.289339348237275829e+01 4.825444092044023847e+01
1.289341144626945557e+01 4.825448546594116550e+01
1.289343196354549370e+01 4.825449828112952133e+01
1.289344434258481265e+01 4.825451528403961987e+01
1.289357975473806839e+01 4.825456235331628108e+01
1.289366486222970565e+01 4.825461150720371961e+01
1.289399928967480946e+01 4.825463870588581727e+01
1.289413014396948576e+01 4.825474396689532597e+01
1.289425351045044366e+01 4.825479412852423167e+01
1.289428652711271539e+01 4.825479964912057085e+01
1.289432450741828262e+01 4.825485852572754197e+01
1.289439712137795979e+01 4.825489474448052363e+01
1.289461289380210118e+01 4.825489689080605871e+01
1.289471082571338556e+01 4.825490140889120028e+01
1.289486621700251234e+01 4.825495087599701094e+01
1.289496902855815286e+01 4.825511189890173824e+01
1.289499512659751446e+01 4.825519620665012610e+01
1.289499646943548150e+01 4.825519621927190883e+01
1.289503722868144386e+01 4.825520198103390612e+01
1.289514552165312722e+01 4.825526570936812476e+01
1.289533163079447498e+01 4.825526570936812476e+01
1.289536576769915754e+01 4.825527068118002205e+01
1.289542458628296018e+01 4.825532269665944085e+01
1.289577614410973361e+01 4.825532328247574299e+01
1.289579932478732616e+01 4.825536947667708887e+01
1.289580132171419713e+01 4.825536947668152266e+01
1.289580630824370822e+01 4.825545000772007143e+01
1.289603793476082849e+01 4.825545849529175513e+01
1.289606961907518823e+01 4.825555866709487418e+01
1.289613283228401208e+01 4.825560192143303340e+01
1.289616463743094421e+01 4.825561579582102212e+01
1.289625053447737990e+01 4.825564915882544881e+01
1.289633697674767632e+01 4.825580373236265785e+01
1.289634453178858031e+01 4.825590227504766716e+01
1.289658282226620045e+01 4.825612423558690267e+01
1.289668537631025380e+01 4.825612482679880344e+01
1.289675088188040597e+01 4.825614567181440862e+01
1.289685309595659035e+01 4.825616138014530065e+01
1.289688010185792066e+01 4.825616209417272984e+01
1.289720089621484611e+01 4.825625084580971702e+01
1.289724686749968896e+01 4.825625183051852218e+01
1.289724828544674828e+01 4.825648458892446513e+01
1.289727911837405827e+01 4.825654124072490703e+01
1.289728336760363980e+01 4.825656707075726359e+01
1.289737210588409511e+01 4.825657320726467958e+01
1.289766522283538386e+01 4.825663519825190662e+01
1.289773548754323151e+01 4.825665487765493822e+01
1.289783447117402915e+01 4.825667817239648372e+01
1.289789344521981818e+01 4.825674681286344736e+01
1.289823106739870262e+01 4.825677270174843159e+01
1.289824998752222385e+01 4.825682585963607352e+01
1.289827247831586021e+01 4.825682585963607352e+01
1.289830960548916572e+01 4.825686362995606515e+01
1.289851375717986315e+01 4.825686365866556571e+01
1.289858555240971505e+01 4.825687418062155132e+01
1.289878131306177877e+01 4.825695347520790790e+01
1.289897860904648041e+01 4.825699101177058026e+01
1.289903056412701332e+01 4.825699372651510544e+01
1.289905346214670523e+01 4.825699517163807428e+01
1.289915935568570937e+01 4.825700224927298621e+01
1.289915999841201355e+01 4.825703285438606827e+01
1.289931083352377605e+01 4.825705409819349967e+01
1.289939765844735042e+01 4.825705409819349967e+01
1.289947197420710800e+01 4.825715551258898017e+01
1.289952251540353423e+01 4.825722609698584620e+01
1.289957247320753275e+01 4.825724809502952439e+01
1.289959686013715867e+01 4.825726297181181224e+01
1.289964850505654503e+01 4.825726503176004911e+01
1.289973566285520690e+01 4.825726503176004911e+01
1.289974918937109294e+01 4.825732484936169442e+01
1.289978892306941027e+01 4.825746327808751346e+01
1.289991192394638375e+01 4.825750210839490251e+01
1.290013480336409302e+01 4.825768195154970641e+01
1.290014092966750425e+01 4.825768934865197934e+01
1.290045610617281113e+01 4.825775777485571894e+01
1.290046860918251603e+01 4.825779741665933642e+01
1.290048566343289416e+01 4.825780982129548846e+01
1.290065760934889205e+01 4.825780982129548846e+01
1.290066322390162590e+01 4.825780982129548846e+01
1.290075306181693193e+01 4.825787381423107547e+01
1.290096204790808088e+01 4.825797562894042869e+01
1.290096291471487788e+01 4.825801211822127357e+01
1.290103399365609960e+01 4.825811677005215472e+01
1.290121384025438900e+01 4.825812140559094132e+01
1.290136381417025646e+01 4.825812140559094132e+01
1.290137602951243245e+01 4.825813024508903482e+01
1.290143448818269434e+01 4.825813071579304392e+01
1.290151743756143254e+01 4.825813280442993403e+01
1.290152207681327390e+01 4.825814380447332752e+01
1.290153846037708263e+01 4.825814409807142624e+01
1.290162476565093996e+01 4.825816424374686875e+01
1.290186280343083425e+01 4.825828242087067821e+01
1.290188542666470894e+01 4.825832395120224305e+01
1.290194992342119029e+01 4.825832395122865393e+01
1.290206532855082244e+01 4.825844128500995112e+01
1.290225877923474940e+01 4.825847482256622101e+01
1.290239181160912629e+01 4.825847839304735487e+01
1.290250487309284821e+01 4.825856824189841632e+01
1.290254628098848677e+01 4.825858657730937296e+01
1.290255677497804321e+01 4.825875354162542408e+01
1.290263795133051516e+01 4.825884106688845776e+01
1.290269386312390587e+01 4.825884579129626673e+01
1.290272077903568437e+01 4.825886337420656247e+01
1.290275012925172327e+01 4.825886384799613893e+01
1.290301571273213987e+01 4.825889945769800704e+01
1.290305151712254705e+01 4.825891840753745754e+01
1.290337594089240092e+01 4.825895849246419544e+01
1.290345899562376886e+01 4.825904910794766778e+01
1.290363300018498727e+01 4.825907423921061934e+01
1.290392554059631713e+01 4.825918465643401589e+01
1.290410917078529707e+01 4.825953394293516396e+01
1.290413039871251044e+01 4.825953394293516396e+01
1.290421444187477107e+01 4.825962687159360343e+01
1.290424180020881018e+01 4.825968039339846882e+01
1.290425357068983203e+01 4.825968039339846882e+01
1.290427420829279370e+01 4.825968039339846882e+01
1.290437216438105317e+01 4.825968041854682866e+01
1.290437604288893070e+01 4.825968487951332264e+01
1.290457155634622666e+01 4.825971913182905837e+01
1.290471525055107449e+01 4.825990860685769945e+01
1.290502400065325439e+01 4.825994213620896289e+01
1.290530657456311658e+01 4.825997257834332288e+01
1.290535309657547103e+01 4.825999579718798316e+01
1.290542255691761753e+01 4.826012807986883502e+01
1.290543437395164972e+01 4.826015134600597634e+01
1.290548061696897442e+01 4.826015595938715563e+01
1.290553272568190657e+01 4.826026261769643355e+01
1.290561392218746661e+01 4.826029190901302712e+01
1.290578937917203639e+01 4.826031191162050504e+01
1.290581903685793463e+01 4.826031199223608326e+01
1.290588040522927393e+01 4.826035254180846579e+01
1.290589984164686399e+01 4.826050772671033684e+01
1.290599442901438465e+01 4.826061360798754407e+01
1.290610285473591468e+01 4.826062987415811989e+01
1.290620547701290377e+01 4.826063820138357841e+01
1.290629443717940816e+01 4.826096685094267968e+01
1.290635693849448806e+01 4.826097852241875330e+01
1.290655287210378077e+01 4.826102070955029433e+01
1.290677241950696263e+01 4.826103075046155766e+01
1.290691364922365203e+01 4.826103895529940502e+01
1.290696589225683510e+01 4.826109535505513293e+01
1.290696619368718956e+01 4.826116710798780218e+01
1.290731265953941431e+01 4.826117547927979246e+01
1.290733021401239000e+01 4.826118938572204087e+01
1.290739431381851254e+01 4.826129366453657354e+01
1.290747695481120338e+01 4.826149934178675949e+01
1.290750004781001792e+01 4.826156923623575778e+01
1.290760867054810390e+01 4.826157216847391140e+01
1.290762116425111117e+01 4.826165928358210522e+01
1.290776692362675249e+01 4.826168691615224304e+01
1.290777308609210472e+01 4.826172329116499782e+01
1.290806385496999198e+01 4.826178727381158495e+01
1.290812367264238780e+01 4.826183898337043843e+01
1.290837463833680765e+01 4.826183901952683186e+01
1.290879717035757501e+01 4.826184210504007410e+01
1.290887739481372698e+01 4.826185116245405027e+01
1.290900250659709592e+01 4.826185945778630781e+01
1.290901249227157166e+01 4.826190861992100167e+01
1.290902155285394493e+01 4.826190861992100167e+01
1.290903553345361843e+01 4.826193969536413420e+01
1.290943735972708595e+01 4.826198086247453745e+01
1.290953135054737899e+01 4.826218264019473736e+01
1.290968010065724769e+01 4.826219050809276467e+01
1.290968118540858001e+01 4.826223313038114782e+01
1.290982548122728346e+01 4.826227775183831881e+01
1.290983182074373303e+01 4.826228786251933656e+01
1.290985946317721655e+01 4.826228956348346344e+01
1.290987689054321663e+01 4.826241710061106716e+01
1.290988312140814642e+01 4.826241767097170765e+01
1.290991414865949416e+01 4.826245784795806060e+01
1.291004603242015136e+01 4.826257668037508353e+01
1.291011261503790841e+01 4.826263481071682548e+01
1.291024636711704332e+01 4.826263547964999390e+01
1.291035052160801300e+01 4.826273016750963052e+01
1.291043110086899226e+01 4.826274802304642009e+01
1.291047163639009199e+01 4.826278270468292675e+01
1.291053883115202616e+01 4.826278270468292675e+01
1.291056591513693697e+01 4.826280769035807339e+01
1.291064409862256035e+01 4.826286120648713052e+01
1.291078872769228703e+01 4.826291493176040603e+01
1.291104065369097675e+01 4.826312328232661741e+01
1.291105095310184758e+01 4.826312328232661741e+01
1.291106071584697190e+01 4.826314979532565275e+01
1.291117883737592109e+01 4.826321523089885090e+01
1.291152615825837735e+01 4.826321802735758126e+01
1.291162459781832439e+01 4.826323787408702515e+01
1.291163033311169350e+01 4.826323872232763534e+01
1.291173047800608487e+01 4.826326643091181978e+01
1.291182788915957502e+01 4.826328157025488252e+01
1.291189122350890806e+01 4.826328244995752215e+01
1.291189518462206642e+01 4.826346733001533096e+01
1.291201574772728122e+01 4.826372302033001205e+01
1.291204999098603956e+01 4.826396581376103256e+01
1.291205339360694104e+01 4.826399933923753593e+01
1.291207012741112514e+01 4.826399933923753593e+01
1.291220666047722077e+01 4.826400898643766624e+01
1.291230919097530183e+01 4.826416861410313430e+01
1.291243589964024352e+01 4.826417449738575982e+01
1.291255285225317806e+01 4.826417449738575982e+01
1.291262014129695679e+01 4.826418624838323268e+01
1.291278146557887396e+01 4.826421472954670122e+01
1.291284633819214989e+01 4.826427495411305557e+01
1.291288434682840780e+01 4.826432216019876620e+01
1.291288608911835922e+01 4.826433911987575698e+01
1.291307256562486927e+01 4.826434261587702679e+01
1.291336243900524039e+01 4.826437169057865617e+01
1.291340525157819386e+01 4.826439811425075987e+01
1.291353544462703518e+01 4.826439811425075987e+01
1.291354587726968717e+01 4.826457478945682311e+01
1.291371487707827548e+01 4.826458087599529989e+01
1.291389269331295964e+01 4.826468248761698021e+01
1.291397391040054643e+01 4.826470082772434012e+01
1.291403679277622452e+01 4.826478452948458653e+01
1.291411683700404645e+01 4.826478751831386660e+01
1.291413603119626430e+01 4.826479249546228800e+01
1.291442973994750609e+01 4.826482839130131453e+01
1.291462172662717656e+01 4.826511859024349604e+01
1.291465448209178035e+01 4.826523885630943767e+01
1.291478839102736309e+01 4.826533115568761190e+01
1.291491493460261708e+01 4.826533693380576295e+01
1.291498548217909637e+01 4.826563524779015779e+01
1.291511738280883748e+01 4.826568959064704245e+01
1.291519846045243902e+01 4.826570399759402363e+01
1.291532015937768207e+01 4.826574569306917084e+01
1.291540356102575160e+01 4.826616381650053000e+01
1.291553373466469701e+01 4.826616603965987906e+01
1.291576717363985161e+01 4.826634810268353704e+01
1.291613204990091290e+01 4.826650185582479935e+01
1.291615235585560484e+01 4.826654473492241948e+01
1.291617390656160680e+01 4.826654679795311154e+01
1.291619207857764984e+01 4.826657271459075105e+01
1.291638632499101114e+01 4.826664389417943113e+01
1.291649370526641505e+01 4.826670318977728158e+01
1.291654398640440782e+01 4.826670850159744930e+01
1.291660128128594920e+01 4.826670990258693905e+01
1.291661747946540117e+01 4.826671041258052952e+01
1.291676498766299730e+01 4.826685685632244116e+01
1.291697029240308225e+01 4.826691142706438598e+01
1.291724201652387904e+01 4.826701394593906969e+01
1.291740380217816231e+01 4.826708830489486957e+01
1.291740423380869984e+01 4.826712814832151821e+01
1.291743211531626478e+01 4.826735234951254228e+01
1.291757930223697137e+01 4.826735234951254228e+01
1.291763306707180803e+01 4.826735774037190652e+01
1.291793202412398500e+01 4.826738173578910107e+01
1.291793883148048572e+01 4.826739994372519504e+01
1.291798099903230579e+01 4.826773269525957488e+01
1.291802906291196784e+01 4.826790647431737824e+01
1.291806676541520638e+01 4.826798992760994622e+01
1.291809477705120202e+01 4.826801352738814899e+01
1.291813279762448019e+01 4.826805741813452499e+01
1.291823685630213170e+01 4.826809344389246093e+01
1.291837813306281468e+01 4.826810206183094465e+01
1.291839577009853457e+01 4.826810206183094465e+01
1.291841518774270270e+01 4.826810239971673866e+01
1.291861706069030014e+01 4.826810507299679642e+01
1.291867367419975920e+01 4.826812761455881429e+01
1.291867398215732621e+01 4.826813188883351557e+01
1.291872087045937079e+01 4.826819784444313655e+01
1.291875913518461161e+01 4.826824548364673717e+01
1.291890392722584480e+01 4.826827704460534108e+01
1.291892760710435439e+01 4.826840673750571398e+01
1.291917025621745196e+01 4.826844815073287265e+01
1.291928786871099000e+01 4.826856921069965978e+01
1.291942979188697294e+01 4.826857979100748253e+01
1.291944034871882963e+01 4.826860684140276447e+01
1.291952976036598777e+01 4.826863763054497980e+01
1.291961564546991781e+01 4.826863763054497980e+01
1.291986143475048543e+01 4.826863842009638006e+01
1.291994837760481118e+01 4.826867553420176193e+01
1.292029518704886115e+01 4.826871186358613386e+01
1.292039546761014890e+01 4.826873591913189188e+01
1.292061342237317056e+01 4.826881649379019024e+01
1.292064419710710865e+01 4.826898660181482370e+01
1.292066800103823532e+01 4.826900114359446547e+01
1.292087195223513874e+01 4.826900771956435676e+01
1.292089351155172849e+01 4.826921286929267296e+01
1.292090835884580535e+01 4.826922521391561816e+01
1.292104856695636705e+01 4.826925064931634068e+01
1.292105178922409259e+01 4.826941189494401385e+01
1.292113997703589590e+01 4.826941199234799740e+01
1.292137386887372585e+01 4.826943927469456241e+01
1.292154505549691734e+01 4.826957126223518912e+01
1.292169267657301823e+01 4.826959624299043128e+01
1.292177320430526777e+01 4.826963916488380590e+01
1.292218570278698841e+01 4.826968712817195950e+01
1.292229336375440951e+01 4.826970649678388270e+01
1.292229585252062662e+01 4.826976825948255367e+01
1.292230207613474136e+01 4.826979641800921428e+01
1.292244366868176897e+01 4.827011431021024634e+01
1.292246824190004517e+01 4.827011434930459188e+01
1.292249771635026789e+01 4.827030355097947023e+01
1.292263462144575570e+01 4.827033628203054860e+01
1.292272130777798367e+01 4.827033738956712483e+01
1.292273698303770324e+01 4.827033744275480132e+01
1.292278796037924948e+01 4.827033760459071488e+01
1.292283076355329818e+01 4.827045574090676894e+01
1.292299719151679582e+01 4.827045798697271550e+01
1.292303335522314001e+01 4.827045839135677596e+01
1.292309973577842541e+01 4.827059403866873311e+01
1.292313328184460275e+01 4.827066051856496642e+01
1.292314711480953626e+01 4.827066376791388080e+01
1.292317187862654393e+01 4.827066415759657758e+01
1.292348731146964980e+01 4.827076888322098824e+01
1.292371304645970476e+01 4.827093252831715375e+01
1.292401224778826396e+01 4.827095141860686311e+01
1.292404667084672454e+01 4.827099307919187510e+01
1.292426513209124828e+01 4.827106477001196083e+01
1.292426991589154639e+01 4.827119550910883561e+01
1.292429661936209406e+01 4.827119783602201863e+01
1.292430997996575215e+01 4.827124535380107773e+01
1.292450597368782539e+01 4.827131503618747388e+01
1.292455430783093995e+01 4.827132937188978445e+01
1.292466114137160282e+01 4.827155172644628323e+01
1.292470567814954130e+01 4.827156961030930660e+01
1.292470573945315060e+01 4.827160470446575857e+01
1.292476975590038712e+01 4.827161344155071276e+01
1.292484277091323719e+01 4.827161521856165649e+01
1.292496189931321560e+01 4.827166831648347767e+01
1.292505166703292652e+01 4.827182293145172309e+01
1.292517125637918518e+01 4.827182293145172309e+01
1.292541354965443112e+01 4.827188905569651212e+01
1.292552329641568498e+01 4.827189010423003879e+01
1.292560740447458478e+01 4.827204390948989499e+01
1.292572776676036206e+01 4.827204585449030816e+01
1.292589002711354773e+01 4.827208979155837909e+01
1.292641509429748226e+01 4.827225179468543104e+01
1.292642756074872423e+01 4.827226122370501571e+01
1.292695353324697649e+01 4.827226870513280232e+01
1.292706129626932565e+01 4.827228148229105642e+01
1.292712675376736797e+01 4.827229963865649864e+01
1.292720269258529342e+01 4.827245571519071632e+01
1.292739251713936710e+01 4.827245653095541655e+01
1.292749409613663580e+01 4.827245658501594505e+01
1.292760648989043659e+01 4.827248087720418113e+01
1.292773848401658299e+01 4.827248087720418113e+01
1.292776625509191746e+01 4.827248095337342448e+01
1.292780418790846753e+01 4.827250266877310025e+01
1.292802138343940399e+01 4.827254248000678416e+01
1.292806996777804684e+01 4.827256093330942122e+01
1.292819327140084518e+01 4.827256093330942122e+01
1.292820167640932283e+01 4.827256993132023410e+01
1.292826407299051361e+01 4.827267814619653308e+01
1.292830401872502222e+01 4.827275387055605904e+01
1.292836268187403448e+01 4.827275661081900182e+01
1.292837646333240187e+01 4.827280797912677457e+01
1.292849461494372498e+01 4.827280797912677457e+01
1.292861208059158074e+01 4.827311248508615904e+01
1.292896138890820090e+01 4.827311321716290138e+01
1.292898931312347521e+01 4.827315168454499883e+01
1.292901485965256470e+01 4.827315208140755942e+01
1.292927381367667827e+01 4.827316218859982655e+01
1.292932428557439728e+01 4.827316218859982655e+01
1.292946242012537716e+01 4.827322510385532439e+01
1.292971982828242972e+01 4.827329956446346415e+01
1.292977150441811496e+01 4.827330976089633197e+01
1.293003261838426532e+01 4.827331252988758337e+01
1.293006803405847727e+01 4.827331252988758337e+01
1.293007409646098971e+01 4.827341002867317599e+01
1.293009741452288708e+01 4.827344605983759607e+01
1.293017357236729836e+01 4.827345532671391481e+01
1.293050969094192837e+01 4.827352947826828711e+01
1.293052147998906065e+01 4.827359888316550496e+01
1.293055207778233395e+01 4.827360444069431367e+01
1.293061366221501629e+01 4.827360660311134666e+01
1.293062907735440348e+01 4.827363680699569670e+01
1.293063047397685672e+01 4.827374442791661124e+01
1.293070492558779527e+01 4.827387873299982601e+01
1.293078950648609116e+01 4.827388942151318929e+01
1.293080814637053066e+01 4.827389168951288667e+01
1.293084435012353239e+01 4.827392218945324487e+01
1.293088354199257495e+01 4.827393671401225816e+01
1.293094511877245623e+01 4.827393672161541360e+01
1.293099094459675769e+01 4.827393865861847644e+01
1.293102817553258710e+01 4.827398027950903980e+01
1.293118018722558560e+01 4.827429755096105879e+01
1.293132370953986054e+01 4.827430394558063398e+01
1.293136033544124963e+01 4.827440835204804870e+01
1.293144728516110220e+01 4.827440835204804870e+01
1.293150176189613809e+01 4.827441662233536590e+01
1.293173458003742127e+01 4.827441662233536590e+01
1.293182945898523073e+01 4.827442091322775752e+01
1.293204812210502119e+01 4.827442277572588836e+01
1.293264211793420415e+01 4.827457743326924344e+01
1.293295666727953552e+01 4.827463369715221120e+01
1.293302503216524180e+01 4.827469569653279535e+01
1.293304859046252808e+01 4.827469933298711879e+01
1.293320914729583215e+01 4.827471507155679120e+01
1.293332746977055869e+01 4.827490690338930079e+01
1.293338167809924144e+01 4.827492291456233886e+01
1.293350496020134521e+01 4.827492291456233886e+01
1.293357679129840498e+01 4.827493765088016886e+01
1.293382444211597715e+01 4.827497391804398319e+01
1.293400073253254412e+01 4.827497517923006143e+01
1.293429251742134412e+01 4.827508343126203272e+01
1.293453018167621771e+01 4.827509555416800424e+01
1.293482240320418697e+01 4.827509706719227722e+01
1.293509799980785857e+01 4.827509706719227722e+01
1.293520460644610282e+01 4.827509706726686289e+01
1.293521908012161603e+01 4.827509724858968099e+01
1.293522510054766173e+01 4.827524088661633073e+01
1.293526954464047840e+01 4.827542695462977207e+01
1.293540355763807881e+01 4.827542735939030649e+01
1.293553928477500570e+01 4.827543826448007280e+01
1.293573709865514942e+01 4.827545370239581501e+01
1.293575474698937811e+01 4.827552129295262517e+01
1.293584167481591862e+01 4.827552545343545631e+01
1.293613612021064974e+01 4.827554090956518706e+01
1.293673219521421558e+01 4.827574114104837122e+01
1.293697875059815594e+01 4.827574822175786551e+01
1.293717838603899040e+01 4.827577529842866255e+01
1.293718409891862287e+01 4.827577628941114796e+01
1.293726110128612206e+01 4.827577628941114796e+01
1.293735730706442943e+01 4.827578603590716710e+01
1.293741698488001646e+01 4.827594577347179694e+01
1.293742663196316300e+01 4.827594945699176066e+01
1.293750400806892209e+01 4.827609132771363676e+01
1.293778244724575366e+01 4.827610675017892561e+01
1.293788802299616059e+01 4.827628402783374639e+01
1.293809868208385794e+01 4.827639943790725141e+01
1.293816678258799691e+01 4.827659120361533240e+01
1.293819914478837951e+01 4.827662562820808745e+01
1.293824018508524887e+01 4.827669462373728493e+01
1.293833001944706318e+01 4.827681424368384455e+01
1.293849375332938401e+01 4.827682634036226972e+01
1.293859496236899531e+01 4.827682786119515868e+01
1.293875389834389011e+01 4.827682980009187474e+01
1.293886605651641553e+01 4.827687887809072720e+01
1.293892723136524658e+01 4.827689902684576850e+01
1.293893206089565062e+01 4.827690730510089878e+01
1.293914358797444031e+01 4.827697299587740787e+01
1.293933128771047691e+01 4.827698305493670716e+01
1.293946167292427951e+01 4.827698308920246006e+01
1.293949747091087055e+01 4.827698873114165679e+01
1.293993752231314076e+01 4.827699062479175751e+01
1.294007463928371848e+01 4.827702943654022505e+01
1.294032643769074298e+01 4.827720904204345942e+01
1.294043493128403455e+01 4.827721781379797505e+01
1.294045314523223311e+01 4.827729191971806699e+01
1.294065888640614226e+01 4.827733168121596918e+01
1.294069246405233287e+01 4.827734372887583447e+01
1.294080017567094920e+01 4.827741191066027682e+01
1.294122382545759287e+01 4.827743928263332407e+01
1.294146575267441257e+01 4.827746386225977915e+01
1.294151307798973605e+01 4.827747677864037712e+01
1.294195990700424659e+01 4.827756115828307770e+01
1.294197530658685480e+01 4.827762511085347796e+01
1.294211989614932712e+01 4.827762682880304368e+01
1.294264257689326669e+01 4.827776597408999493e+01
1.294279489604336675e+01 4.827777095815364561e+01
1.294280744304262321e+01 4.827782305741033042e+01
1.294292614405679487e+01 4.827782404447646059e+01
1.294293028516109167e+01 4.827791742975531264e+01
1.294312050143701320e+01 4.827802872283827895e+01
1.294317132159513228e+01 4.827818695135337634e+01
1.294317146436176991e+01 4.827826550551630902e+01
1.294327186263790530e+01 4.827827367609031484e+01
1.294330190784946488e+01 4.827830283315915949e+01
1.294330266699206078e+01 4.827832197541050618e+01
1.294347994714294359e+01 4.827832612117445166e+01
1.294362285493389209e+01 4.827843878850131887e+01
1.294367689759194207e+01 4.827849468080547268e+01
1.294383469315111057e+01 4.827851787203534428e+01
1.294385387073976901e+01 4.827852199406974876e+01
1.294387302991216515e+01 4.827860055196761380e+01
1.294398646816881104e+01 4.827863732118762385e+01
1.294399980089753122e+01 4.827864404730269854e+01
1.294418445386119032e+01 4.827865128278772033e+01
1.294432578651298194e+01 4.827865253791232902e+01
1.294442660625533392e+01 4.827870144431739163e+01
