# Tetrahedron method
       11.1820427939        0.0002130678        0.0002110421        0.0047700437        0.0047608413
       11.3105063545        0.0004969975        0.0004926630        0.0106853605        0.0106830932
       11.4389699152        0.0008393691        0.0008303289        0.0171235513        0.0171341550
       11.5674334759        0.0013024383        0.0012911152        0.0246445326        0.0246872269
       11.6958970365        0.0020192257        0.0020030670        0.0343838100        0.0344618496
       11.8243605972        0.0051394309        0.0051189461        0.0567383989        0.0568673689
       11.9528241579        0.0087496879        0.0087341680        0.0846327554        0.0846955374
       12.0812877185        0.0131710773        0.0131387137        0.1193190209        0.1194999072
       12.2097512792        0.0196497222        0.0196506452        0.1684439284        0.1684183313
       12.3382148399        0.0249572511        0.0249749562        0.2132413500        0.2131192031
       12.4666784005        0.0284087932        0.0284006878        0.2448642413        0.2449297514
       12.5951419612        0.0325124965        0.0325066733        0.2844715364        0.2847129801
       12.7236055218        0.0380575528        0.0380077230        0.3346342917        0.3349755732
       12.8520690825        0.0416084461        0.0415568720        0.3841097738        0.3844131781
       12.9805326432        0.0481596020        0.0481376591        0.4762183731        0.4764270280
       13.1089962038        0.0529772651        0.0529903718        0.5553323606        0.5552175053
       13.2374597645        0.0546554689        0.0547047458        0.5699730869        0.5696711243
       13.3659233252        0.0563360006        0.0563692152        0.5966046479        0.5964604529
       13.4943868858        0.0607014078        0.0607253519        0.6622756374        0.6622425725
       13.6228504465        0.0695225267        0.0695756210        0.7882143379        0.7875550974
       13.7513140071        0.0655844639        0.0656100166        0.7644653718        0.7642391944
       13.8797775678        0.0516392621        0.0516807874        0.6362269647        0.6352952801
       14.0082411285        0.0293957591        0.0294050608        0.3866748895        0.3871770940
       14.1367046891        0.0186187183        0.0186210673        0.2813807911        0.2820704549
       14.2651682498        0.0177709693        0.0177830568        0.2970753235        0.2978370114
       14.3936318105        0.0184840378        0.0185166066        0.3127161478        0.3135052543
       14.5220953711        0.0187067382        0.0187410526        0.3132700408        0.3135946163
       14.6505589318        0.0232080027        0.0233596394        0.3954570034        0.3981916722
       14.7790224924        0.0247018735        0.0246122094        0.4559718695        0.4547381767
       14.9074860531        0.0238704515        0.0238632155        0.4507519615        0.4505020236
       15.0359496138        0.0245563174        0.0245329863        0.4958827680        0.4955172191
       15.1644131744        0.0276705570        0.0276432896        0.6396137989        0.6392462940
       15.2928767351        0.0304706216        0.0304607261        0.7878921274        0.7876797825
       15.4213402958        0.0217418747        0.0217376765        0.5915792080        0.5914309675
       15.5498038564        0.0204681506        0.0204570182        0.5467697527        0.5465126381
       15.6782674171        0.0227524422        0.0227438828        0.5911063552        0.5908290624
       15.8067309778        0.0165655439        0.0165638945        0.2518939035        0.2517905200
       15.9351945384        0.0142072127        0.0142103926        0.1785186374        0.1785192431
       16.0636580991        0.0102852269        0.0102883583        0.1139874381        0.1140013477
       16.1921216597        0.0076877338        0.0076912423        0.0754670135        0.0755074672
       16.3205852204        0.0064294905        0.0064333886        0.0575452760        0.0576080705
       16.4490487811        0.0053030042        0.0053055793        0.0438238575        0.0438686479
       16.5775123417        0.0042375221        0.0042394519        0.0324445735        0.0324833784
       16.7059759024        0.0027341987        0.0027353397        0.0192698621        0.0192953078
       16.8344394631        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       16.9629030237        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.0913665844        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.2198301450        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.3482937057        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.4767572664        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.6052208270        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.7336843877        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.8621479484        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       17.9906115090        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.1190750697        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.2475386303        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.3760021910        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.5044657517        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.6329293123        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.7613928730        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       18.8898564337        0.0000000000        0.0000000000        0.0000000000        0.0000000000
